GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),WEALTHDECILE (CODE),WEALTHDECILE (DISPLAY),WEALTHDECILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,38.3 [31.9-44.8],38.34563,31.91127,44.78000,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,16.3 [13.8-19.2],16.32577,13.82232,19.18171,,,
tfr,Total fertility rate (births per woman),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3344,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,6.1 [5.8-6.4],6.09252,5.81060,6.38804,,,
vdpt,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,14.3 [10.5-19.3],14.34316,10.49040,19.30573,,,
vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,9.2 [6.5-12.9],9.24933,6.54722,12.91255,,,
vmsl,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,38.9 [33.9-44.2],38.94263,33.89126,44.24301,,,
vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,36.4 [30.9-42.4],36.44830,30.91409,42.36569,,,
anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,33.8 [28.6-39.5],33.81330,28.59357,39.45934,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,12.4 [9.4-16.2],12.41537,9.43173,16.17429,,,
bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,33.9 [29.1-39.0],33.90377,29.13914,39.01848,,,
bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,5.3 [4.1-6.8],5.26094,4.08214,6.75617,,,
cpmowho,Contraceptive prevalence - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,9.5 [7.8-11.6],9.54470,7.81631,11.60716,,,
cpmt,Contraceptive prevalence - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,10.3 [8.5-12.5],10.32561,8.51516,12.46854,,,
fps,Demand for family planning satisfied - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,38.1 [33.1-43.4],38.13305,33.12466,43.40718,,,
fpsmowho,Demand for family planning satisfied - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,30.9 [26.3-36.0],30.89984,26.26678,35.95164,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,50.1 [42.3-57.8],50.06278,42.29149,57.83407,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,11.6 [8.2-16.2],11.61405,8.19486,16.20797,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,59.3 [55.2-63.3],59.31792,55.22910,63.28159,,,
tfr,Total fertility rate (births per woman),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3344,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,6.8 [6.5-7.1],6.78048,6.48023,7.09455,,,
u5mr,Under-five mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3345,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,207.8 [186.4-229.2],207.79976,186.44284,229.15669,,,
vdpt,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,41.9 [34.8-49.2],41.86010,34.84174,49.22418,,,
vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,21.3 [15.1-29.1],21.27406,15.10652,29.09658,,,
vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,33.1 [27.7-39.0],33.13238,27.73556,39.01241,,,
vzdpt,One-year-old children who have not received any doses of the DTP vaccine (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5799,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,61.6 [53.3-69.2],61.57744,53.34265,69.19807,,,
anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,44.1 [39.5-48.9],44.12948,39.47390,48.89060,,,
bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available
carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,19.6 [16.2-23.4],19.57682,16.24301,23.40367,,,
cpmowho,Contraceptive prevalence - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,8.1 [6.8-9.6],8.11491,6.81232,9.64081,,,
cpmt,Contraceptive prevalence - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,9.2 [7.8-10.9],9.20848,7.76043,10.89482,,,
fpsmowho,Demand for family planning satisfied - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,11.8 [9.1-15.2],11.81322,9.11667,15.17421,,,
imr,Infant mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3342,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,27.3 [23.4-31.5],27.28457,23.42621,31.51685,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,11.7 [9.9-13.8],11.69948,9.90286,13.77222,,,
sba5,Births attended by skilled health personnel (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available
sevwast5,Severe wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5593,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,6.8 [5.7-8.1],6.76191,5.65728,8.06380,,,
tfr,Total fertility rate (births per woman),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3344,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available
u5mr,Under-five mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3345,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available
vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,10.0 [7.9-12.6],9.98110,7.88931,12.55194,,,
vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,40.1 [37.4-43.0],40.13601,37.36814,42.96825,,,
vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,33.9 [29.1-39.1],33.92588,29.14666,39.05677,,,
vzdpt,One-year-old children who have not received any doses of the DTP vaccine (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5799,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,37.6 [32.7-42.6],37.55778,32.74687,42.62749,,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,26.7 [24.4-29.1],26.68640,24.39258,29.11287,,,
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,26.0 [23.7-28.3],25.97121,23.72832,28.34731,,,
bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,7.3 [6.1-8.6],7.25852,6.14643,8.55348,,,
carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,39.6 [29.7-50.4],39.57000,29.67593,50.39871,,,
cpmt,Contraceptive prevalence - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,4.3 [3.5-5.2],4.28318,3.49238,5.24331,,,
csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,0.8 [0.6-1.2],0.80907,0.55642,1.17509,,,
csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,0.8 [0.6-1.1],0.79391,0.57671,1.09202,,,
fpsmowho,Demand for family planning satisfied - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,26.9 [22.7-31.5],26.85105,22.68633,31.46912,,,
imr,Infant mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3342,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,79.2 [71.1-87.2],79.16631,71.12305,87.20957,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,18.4 [15.7-21.5],18.41111,15.70997,21.45844,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,27.8 [25.1-30.8],27.82622,25.07538,30.75497,,,
sba5,Births attended by skilled health personnel (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,58.6 [54.2-62.9],58.64670,54.21309,62.94444,,,
sevwast5,Severe wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5593,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,4.4 [3.3-5.7],4.39172,3.34826,5.74103,,,
u5mr,Under-five mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3345,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,149.4 [136.9-161.9],149.39220,136.86859,161.91579,,,
vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,30.2 [25.6-35.2],30.18332,25.57734,35.22615,,,
vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,50.1 [46.2-54.0],50.13967,46.24009,54.03756,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available
carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,16.9 [14.2-19.9],16.85200,14.15261,19.94662,,,
cci,Composite coverage index (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Estimate not calculated
csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,2.8 [2.0-3.8],2.75716,1.97841,3.83047,,,
csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available
imr,Infant mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3342,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,76.5 [71.1-81.9],76.50656,71.13877,81.87436,,,
itnch,Children aged < 5 years sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3327,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,22.2 [18.1-26.8],22.17061,18.13958,26.80411,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,28.4 [23.9-33.4],28.37746,23.86111,33.37395,,,
sevwast5,Severe wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5593,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,4.4 [4.0-4.8],4.38776,3.98776,4.82587,,,
u5mr,Under-five mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3345,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,URB,Urban,,,,,,,,,,,91.6 [78.6-104.6],91.59845,78.61730,104.57960,,,
vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,TCD,Chad,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available
