GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),WEALTHDECILE (CODE),WEALTHDECILE (DISPLAY),WEALTHDECILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,,,,,,,,,,,,,,,,KENDHS200308,north eastern,,,,,18.1,18.10418,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,,,,NHLM,None,,,,,,,,,,,,,,,,,36.6,36.61751,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,37.0,36.96720,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,KEN,Kenya,,,,,,,,,,,,,,,,,KENDHS201402,north eastern,,,,,42.4,42.35957,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,44.5,44.51715,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,KEN,Kenya,,,,,,,,,,,,,,,,,KENDHS200808,north eastern,,,,,45.4,45.37922,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,KEN,Kenya,,,,,NHLM,None,,,,,,,,,,,,,,,,,47.6,47.59473,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,,,,,,,,,,,,,,,,KENDHS199305,nyanza,,,,,49.4,49.40517,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,,,,,,,,,,,,,,,,KENDHS199805,nyanza,,,,,51.3,51.29663,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,KEN,Kenya,,,,,NHLM,None,,,,,,,,,,,,,,,,,51.3,51.30357,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,KEN,Kenya,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,52.6,52.60526,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,53.4,53.38704,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,,,,,,,,,,RUR,Rural,,,,,,,,,,,55.0,55.03662,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,KEN,Kenya,,,,,,,,,,,,,,,,,KENDHS200805,nyanza,,,,,56.0,56.03896,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,,,,,,,,,,,,,,,,KENDHS199304,east,,,,,56.5,56.52051,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,,,,,,,,,,,,,,,,KENDHS199803,coast,,,,,58.8,58.83599,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,59.6,59.56183,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,62.8,62.82367,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,,,,,,,,,,,,,,,,KENDHS200302,central,,,,,66.8,66.82808,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,KEN,Kenya,,,,,,,,,,,RUR,Rural,,,,,,,,,,,67.0,66.97152,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,KEN,Kenya,,,,,,,,,,,,,,,,,KENDHS200802,central,,,,,67.4,67.41738,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,KEN,Kenya,,,,,,,,,,,URB,Urban,,,,,,,,,,,68.6,68.55390,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,KEN,Kenya,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,68.9,68.86783,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,KEN,Kenya,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,71.5,71.54433,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,KEN,Kenya,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,76.2,76.23422,,,,,
cci2030,(see cci),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,KEN,Kenya,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,77.9,77.90211,,,,,
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,59.2 [54.3-63.8],59.17336,54.32581,63.84879,,,
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,65.0 [63.0-67.1],65.04862,62.97337,67.06839,,,
csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,5.0 [4.2-5.8],4.96273,4.23673,5.80560,,,
fps,Demand for family planning satisfied - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,19.7 [13.0-28.7],19.66056,12.96886,28.66772,,,
fps,Demand for family planning satisfied - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,49.3 [46.8-51.7],49.25599,46.77896,51.73669,,,
fpsmowho,Demand for family planning satisfied - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,11.7 [6.8-19.6],11.74479,6.79120,19.55362,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,48.5 [44.1-52.9],48.47144,44.05782,52.90904,,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,42.9 [40.2-45.6],42.91514,40.23565,45.63680,,,
vbcg,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,93.2 [84.5-97.2],93.18905,84.48925,97.17253,,,
vbcg,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,96.5 [94.5-97.8],96.53965,94.49217,97.84337,,,
vdpt,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,86.9 [78.8-92.2],86.90696,78.83006,92.20695,,,
vdpt,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,87.1 [84.3-89.4],87.05401,84.34790,89.35131,,,
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,92.4 [91.1-93.5],92.40251,91.10159,93.52675,,,
anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,52.5 [47.4-57.6],52.50176,47.36928,57.58192,,,
cpmt,Contraceptive prevalence - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,18.0 [13.6-23.6],18.04971,13.58546,23.58063,,,
cpmt,Contraceptive prevalence - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,40.3 [38.5-42.1],40.28501,38.49375,42.10256,,,
csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,5.8 [4.0-8.5],5.83944,3.95322,8.54559,,,
csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,7.0 [5.9-8.3],6.99916,5.87706,8.31656,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,37.3 [27.7-46.9],37.33439,27.73266,46.93613,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,24.9 [20.8-29.0],24.87347,20.78357,28.96337,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,23.1 [12.7-38.3],23.12173,12.71846,38.30042,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,38.2 [33.5-43.2],38.22493,33.48193,43.20342,,,
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,51.5 [35.9-66.8],51.46973,35.88945,66.76949,,,
tfr,Total fertility rate (births per woman),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3344,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
u5mr,Under-five mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3345,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,138.5 [116.9-160.2],138.50945,116.86227,160.15665,,,
u5mr,Under-five mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3345,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,97.2 [86.1-108.3],97.18274,86.09447,108.27100,,,
vzdpt,One-year-old children who have not received any doses of the DTP vaccine (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5799,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,1.0 [0.2-4.0],0.97934,0.23218,4.03364,,,
vzdpt,One-year-old children who have not received any doses of the DTP vaccine (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5799,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,4.6 [3.3-6.3],4.56920,3.32082,6.25650,,,
bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,0.6 [0.3-1.2],0.63859,0.34544,1.17757,,,
bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,8.1 [7.2-9.1],8.09215,7.18691,9.10024,,,
carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
cpmowho,Contraceptive prevalence - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,12.7 [9.4-16.8],12.66273,9.41089,16.82946,,,
imr,Infant mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3342,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,74.6 [65.0-84.3],74.64046,65.01626,84.26466,,,
itnch,Children aged < 5 years sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3327,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
itnch,Children aged < 5 years sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3327,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,No data,,,,,,Not available
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,1.5 [0.3-7.2],1.47993,0.28996,7.20090,,,
sevwast5,Severe wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5593,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS00-01,0-1 years,,,,,,,,,,,,,,,,,,,,3.4 [2.7-4.2],3.36499,2.67117,4.23118,,,
sevwast5,Severe wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5593,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS02-05,2-5 years,,,,,,,,,,,,,,,,,,,,1.7 [1.2-2.2],1.65585,1.23325,2.21999,,,
vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,33.6 [31.2-36.0],33.59037,31.21800,36.04853,,,
vmsl,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,71.0 [60.1-79.9],71.01333,60.09173,79.94362,,,
vmsl,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,72.7 [69.0-76.1],72.69568,69.03112,76.07689,,,
vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,66.0 [54.2-76.1],65.98462,54.23238,76.05171,,,
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,KEN,Kenya,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,48.4 [45.9-50.8],48.37798,45.94118,50.82253,,,
bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,50.1 [42.7-57.5],50.13705,42.73351,57.53458,,,
fps,Demand for family planning satisfied - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,KEN,Kenya,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,43.1 [31.1-56.0],43.14588,31.12173,56.03620,,,
