sender,receiver,amount,timestamp,transaction_type,location,device_type,is_foreign_transaction,time_of_day,risk_score
U1118,U2094,421.82,2025-01-01,online_payment,Germany,mobile,1,15,0
U707,U1198,2260.46,2025-01-01,online_payment,US,ATM,0,15,0
U1576,U2826,2494.83,2025-01-01,online_payment,Germany,ATM,0,9,0
U228,U1005,8451.43,2025-01-01,wire_transfer,UK,ATM,1,13,0
U768,U1370,1558.72,2025-01-01,cash_deposit,Cayman Islands,ATM,1,15,0
U2398,U1723,633.18,2025-01-01,online_payment,India,mobile,1,10,0
U2045,U430,2301.95,2025-01-01,wire_transfer,Germany,ATM,1,1,0
U2802,U2116,7762.58,2025-01-01,online_payment,Dubai,mobile,0,18,0
U2171,U2654,390.12,2025-01-01,wire_transfer,Cayman Islands,mobile,0,6,0
U1635,U1034,789.04,2025-01-01,online_payment,US,desktop,0,15,0
U469,U1500,1561.25,2025-01-01,wire_transfer,US,ATM,0,16,0
U224,U1322,373.18,2025-01-01,online_payment,France,mobile,0,17,0
U2588,U1380,44.94,2025-01-01,wire_transfer,UK,ATM,0,17,0
U1126,U1969,821.91,2025-01-01,wire_transfer,Germany,mobile,1,9,0
U637,U1272,4010.46,2025-01-01,cash_deposit,Germany,ATM,0,22,0
U1513,U1904,88.88,2025-01-01,wire_transfer,Germany,mobile,1,10,0
U1693,U535,1120.48,2025-01-01,wire_transfer,UK,mobile,0,16,0
U1475,U371,2872.66,2025-01-01,crypto,Dubai,ATM,0,13,0
U1397,U2801,6123.0,2025-01-01,cash_deposit,UK,desktop,1,8,0
U918,U2917,8463.82,2025-01-01,cash_deposit,Dubai,desktop,1,22,0
U369,U2994,1096.26,2025-01-01,cash_deposit,Switzerland,desktop,0,17,0
U1194,U1198,6006.9,2025-01-01,crypto,Dubai,desktop,0,7,0
U717,U1466,72.12,2025-01-01,crypto,Germany,mobile,0,14,0
U753,U2768,2740.19,2025-01-01,cash_deposit,India,mobile,1,13,0
U2520,U1068,2058.62,2025-01-01,online_payment,Germany,desktop,1,22,0
U522,U1636,574.09,2025-01-01,crypto,India,mobile,0,1,0
U918,U623,1415.78,2025-01-01,crypto,India,mobile,1,7,0
U1385,U2088,277.5,2025-01-01,wire_transfer,Switzerland,desktop,0,4,0
U2139,U2470,4105.17,2025-01-01,cash_deposit,Germany,desktop,0,7,0
U2522,U2333,886.02,2025-01-01,online_payment,Dubai,mobile,1,8,0
U1633,U46,1967.24,2025-01-01,wire_transfer,India,mobile,1,11,0
U2074,U2547,345.8,2025-01-01,online_payment,India,desktop,0,19,0
U2246,U352,461.76,2025-01-01,online_payment,US,mobile,1,8,0
U2516,U36,9645.75,2025-01-01,wire_transfer,Cayman Islands,mobile,1,22,0
U568,U373,2797.43,2025-01-01,online_payment,UK,mobile,1,11,0
U303,U1545,6538.86,2025-01-01,crypto,France,mobile,1,6,0
U1187,U586,701.53,2025-01-01,crypto,Cayman Islands,mobile,1,8,0
U575,U2961,359.6,2025-01-01,wire_transfer,Dubai,mobile,1,7,0
U2101,U1320,1398.61,2025-01-01,online_payment,Switzerland,ATM,1,21,0
U2051,U1104,1365.08,2025-01-01,crypto,Switzerland,mobile,0,1,0
U89,U1392,384.61,2025-01-01,wire_transfer,Switzerland,ATM,0,10,0
U2520,U2680,2642.66,2025-01-01,online_payment,Switzerland,ATM,1,4,0
U2938,U335,898.14,2025-01-01,wire_transfer,Dubai,mobile,1,3,0
U1302,U1934,412.49,2025-01-01,online_payment,India,mobile,1,11,0
U1179,U1836,806.88,2025-01-01,online_payment,India,mobile,0,20,0
U280,U1787,1658.66,2025-01-01,crypto,US,ATM,0,21,0
U809,U1042,2592.69,2025-01-01,cash_deposit,UK,ATM,0,9,0
U964,U469,1315.14,2025-01-01,wire_transfer,Cayman Islands,mobile,0,3,0
U2067,U427,1491.39,2025-01-01,wire_transfer,Cayman Islands,ATM,0,1,0
U1990,U18,299.2,2025-01-01,crypto,France,desktop,1,8,0
U1239,U785,4922.95,2025-01-01,online_payment,Cayman Islands,mobile,1,3,0
U447,U2722,5282.4,2025-01-01,wire_transfer,US,mobile,0,1,0
U2616,U628,2300.4,2025-01-01,wire_transfer,Dubai,desktop,1,19,0
U2310,U2137,35.58,2025-01-01,crypto,France,ATM,0,7,0
U162,U470,1540.38,2025-01-01,crypto,Cayman Islands,mobile,1,8,0
U1175,U1707,1984.29,2025-01-01,cash_deposit,UK,ATM,1,14,0
U2015,U2299,10462.9,2025-01-01,crypto,Germany,mobile,1,22,0
U2452,U936,11076.68,2025-01-01,wire_transfer,India,ATM,1,1,0
U1244,U589,3898.39,2025-01-01,crypto,Cayman Islands,desktop,0,11,0
U190,U685,131.92,2025-01-01,wire_transfer,Germany,ATM,0,22,0
U1699,U2978,6127.01,2025-01-01,crypto,US,ATM,0,13,0
U2373,U1574,1896.91,2025-01-01,online_payment,Cayman Islands,mobile,1,8,0
U1805,U1479,3227.76,2025-01-01,online_payment,UK,ATM,1,6,0
U2895,U343,1045.77,2025-01-01,online_payment,Germany,mobile,1,22,0
U2962,U337,770.35,2025-01-01,cash_deposit,Switzerland,desktop,0,16,0
U2350,U582,1244.42,2025-01-01,wire_transfer,France,ATM,0,17,0
U2782,U769,317.7,2025-01-01,online_payment,UK,desktop,0,8,0
U2947,U2049,883.43,2025-01-01,wire_transfer,Switzerland,mobile,0,0,0
U158,U770,3898.48,2025-01-01,cash_deposit,Dubai,desktop,1,11,0
U574,U1810,77.38,2025-01-01,online_payment,France,ATM,1,17,0
U1665,U1841,327.1,2025-01-01,wire_transfer,France,mobile,1,12,0
U1993,U1031,267.33,2025-01-01,cash_deposit,India,desktop,1,23,0
U599,U2017,1031.93,2025-01-01,wire_transfer,UK,ATM,0,0,0
U831,U1985,11609.57,2025-01-01,wire_transfer,Cayman Islands,ATM,1,7,0
U2478,U444,380.77,2025-01-01,wire_transfer,Cayman Islands,ATM,0,17,0
U2006,U1203,314.44,2025-01-01,wire_transfer,UK,desktop,0,21,0
U810,U1233,4931.52,2025-01-01,cash_deposit,Switzerland,ATM,0,6,0
U300,U1875,4275.0,2025-01-01,wire_transfer,France,desktop,1,0,0
U703,U728,65.54,2025-01-01,wire_transfer,Germany,ATM,1,0,0
U1409,U1580,2786.28,2025-01-01,cash_deposit,Switzerland,desktop,0,6,0
U1016,U2579,2131.12,2025-01-01,cash_deposit,Cayman Islands,ATM,1,6,0
U1895,U2188,2919.8,2025-01-01,crypto,UK,mobile,0,23,0
U260,U2930,1364.42,2025-01-01,cash_deposit,Cayman Islands,mobile,1,11,0
U1605,U2594,9507.16,2025-01-01,crypto,Cayman Islands,ATM,0,1,0
U1192,U2796,89.67,2025-01-01,online_payment,Germany,mobile,0,1,0
U1760,U1266,534.12,2025-01-01,crypto,Germany,mobile,1,11,0
U1230,U2073,1010.17,2025-01-01,cash_deposit,France,desktop,1,20,0
U2599,U1839,1194.87,2025-01-01,crypto,Switzerland,mobile,0,9,0
U1358,U2949,5085.94,2025-01-01,cash_deposit,Dubai,desktop,1,3,0
U2162,U1945,1641.98,2025-01-01,cash_deposit,Switzerland,ATM,0,6,0
U2399,U178,92.32,2025-01-01,wire_transfer,US,desktop,1,9,0
U2055,U26,1048.03,2025-01-01,crypto,UK,ATM,0,11,0
U1427,U461,1077.39,2025-01-01,wire_transfer,France,mobile,0,15,0
U1431,U512,6733.07,2025-01-01,crypto,Germany,ATM,1,1,0
U2616,U2651,1828.57,2025-01-01,cash_deposit,Switzerland,mobile,0,8,0
U1973,U1291,2019.29,2025-01-01,cash_deposit,France,desktop,1,2,0
U2690,U319,2498.31,2025-01-01,wire_transfer,Dubai,desktop,0,5,0
U431,U1910,2939.69,2025-01-01,wire_transfer,Switzerland,mobile,0,16,0
U2286,U2533,2016.0,2025-01-01,online_payment,India,mobile,1,22,0
U2189,U1228,541.5,2025-01-01,wire_transfer,Cayman Islands,desktop,1,16,0
U320,U1608,4143.68,2025-01-01,cash_deposit,Dubai,mobile,0,12,0
U424,U516,2634.43,2025-01-01,cash_deposit,Germany,desktop,0,14,0
U2277,U1180,2708.59,2025-01-01,cash_deposit,US,desktop,0,19,0
U1071,U2445,11342.67,2025-01-01,wire_transfer,India,mobile,0,13,0
U1932,U2703,3244.3,2025-01-01,crypto,Germany,desktop,1,9,0
U649,U2175,3533.96,2025-01-01,cash_deposit,US,ATM,1,19,0
U1571,U1666,6048.49,2025-01-01,wire_transfer,Switzerland,ATM,0,17,0
U1152,U1751,327.71,2025-01-01,online_payment,UK,mobile,1,8,0
U2847,U1623,1377.22,2025-01-01,wire_transfer,US,desktop,0,10,0
U559,U1659,1737.7,2025-01-01,crypto,US,desktop,1,3,0
U745,U2758,798.79,2025-01-01,cash_deposit,Switzerland,ATM,1,14,0
U855,U1855,3657.72,2025-01-01,wire_transfer,Cayman Islands,ATM,0,15,0
U797,U445,2874.5,2025-01-01,crypto,Germany,mobile,1,21,0
U17,U2063,2552.25,2025-01-01,crypto,UK,mobile,0,2,0
U538,U52,11720.48,2025-01-01,online_payment,India,mobile,1,14,0
U2134,U2198,600.54,2025-01-01,online_payment,France,ATM,0,5,0
U259,U2496,2659.5,2025-01-01,crypto,US,mobile,1,18,0
U981,U2336,1603.27,2025-01-01,online_payment,Dubai,ATM,0,5,0
U134,U901,750.81,2025-01-01,cash_deposit,Switzerland,mobile,1,18,0
U2938,U137,350.1,2025-01-01,cash_deposit,Germany,ATM,1,17,0
U2890,U1844,4524.5,2025-01-01,online_payment,US,mobile,1,20,0
U2354,U2666,1809.99,2025-01-01,crypto,UK,ATM,1,13,0
U2926,U2951,3485.18,2025-01-01,crypto,US,desktop,0,15,0
U1156,U1318,1576.43,2025-01-01,online_payment,France,ATM,1,16,0
U2902,U2137,496.86,2025-01-01,crypto,Switzerland,desktop,1,7,0
U1496,U2900,823.62,2025-01-01,cash_deposit,Dubai,ATM,0,19,0
U907,U930,961.04,2025-01-01,crypto,UK,ATM,0,1,0
U1155,U2738,7219.01,2025-01-01,crypto,Switzerland,ATM,1,10,0
U1400,U1115,11.3,2025-01-01,wire_transfer,US,ATM,1,14,0
U100,U280,8490.25,2025-01-01,online_payment,Switzerland,desktop,1,17,0
U1413,U755,7870.75,2025-01-01,cash_deposit,Switzerland,desktop,0,7,0
U2553,U271,11119.77,2025-01-01,wire_transfer,Dubai,desktop,1,22,0
U1397,U2700,1294.77,2025-01-01,online_payment,Switzerland,mobile,1,4,0
U2430,U609,6637.89,2025-01-01,wire_transfer,UK,ATM,0,13,0
U712,U1952,1007.04,2025-01-01,crypto,US,desktop,0,2,0
U2019,U2428,53.29,2025-01-01,cash_deposit,Dubai,desktop,0,10,0
U1376,U2350,508.1,2025-01-01,wire_transfer,Germany,desktop,0,0,0
U707,U878,5811.65,2025-01-01,crypto,France,desktop,0,12,0
U2164,U566,27.72,2025-01-01,cash_deposit,France,desktop,0,8,0
U2674,U1158,1579.29,2025-01-01,cash_deposit,Cayman Islands,mobile,0,14,0
U2753,U1118,157.22,2025-01-01,online_payment,UK,ATM,0,13,0
U2709,U292,674.86,2025-01-01,crypto,Switzerland,desktop,1,2,0
U249,U865,184.43,2025-01-01,online_payment,US,mobile,0,3,0
U1501,U1052,3925.5,2025-01-01,cash_deposit,UK,desktop,1,9,0
U2284,U280,1788.43,2025-01-01,cash_deposit,Dubai,desktop,1,3,0
U1823,U1620,4647.75,2025-01-01,cash_deposit,Cayman Islands,desktop,0,17,0
U1951,U135,2331.77,2025-01-01,online_payment,Cayman Islands,desktop,0,15,0
U224,U821,7082.93,2025-01-01,wire_transfer,India,desktop,0,18,0
U1931,U1540,1426.2,2025-01-01,wire_transfer,Cayman Islands,mobile,0,22,0
U1593,U2965,2036.15,2025-01-01,crypto,Switzerland,desktop,0,23,0
U806,U1200,1717.5,2025-01-01,online_payment,France,ATM,0,11,0
U1260,U1472,1324.31,2025-01-01,crypto,France,desktop,1,10,0
U1117,U2044,3741.08,2025-01-01,cash_deposit,Dubai,ATM,1,16,0
U2098,U1159,2068.6,2025-01-01,crypto,Switzerland,ATM,1,6,0
U2115,U596,3232.04,2025-01-01,online_payment,Dubai,desktop,1,17,0
U2406,U597,3086.96,2025-01-01,cash_deposit,India,mobile,0,11,0
U1886,U1877,424.02,2025-01-01,crypto,India,mobile,0,19,0
U1113,U1635,2100.58,2025-01-01,cash_deposit,India,mobile,1,14,0
U925,U2568,445.41,2025-01-01,wire_transfer,India,mobile,1,8,0
U2335,U1947,1750.88,2025-01-01,online_payment,France,ATM,1,13,0
U1540,U2276,2262.9,2025-01-01,wire_transfer,Dubai,ATM,0,6,0
U2393,U2468,11781.48,2025-01-01,online_payment,Dubai,desktop,1,12,0
U770,U2946,62.04,2025-01-01,wire_transfer,India,mobile,1,8,0
U272,U88,191.35,2025-01-01,wire_transfer,India,ATM,1,9,0
U1051,U2873,160.31,2025-01-01,crypto,UK,ATM,1,17,0
U1016,U242,1016.2,2025-01-01,crypto,UK,ATM,0,22,0
U1119,U1724,3447.32,2025-01-01,cash_deposit,Switzerland,desktop,1,9,0
U1870,U479,3716.52,2025-01-01,online_payment,Switzerland,mobile,1,0,0
U1401,U162,2671.05,2025-01-01,wire_transfer,US,mobile,0,4,0
U1385,U2382,4543.69,2025-01-01,online_payment,France,desktop,1,16,0
U1950,U2767,779.75,2025-01-01,cash_deposit,Cayman Islands,ATM,1,12,0
U1938,U481,184.57,2025-01-01,wire_transfer,Germany,desktop,0,4,0
U1065,U2068,119.82,2025-01-01,wire_transfer,India,mobile,1,3,0
U1577,U792,3822.88,2025-01-01,cash_deposit,France,desktop,1,14,0
U2731,U1802,2621.9,2025-01-01,cash_deposit,Switzerland,mobile,0,17,0
U2637,U2985,2398.74,2025-01-01,wire_transfer,France,ATM,0,4,0
U1323,U1315,830.05,2025-01-01,cash_deposit,Dubai,desktop,1,10,0
U159,U866,955.77,2025-01-01,crypto,India,ATM,0,17,0
U709,U79,6345.58,2025-01-01,crypto,Dubai,mobile,1,8,0
U80,U138,131.86,2025-01-01,cash_deposit,India,mobile,1,5,0
U1992,U2832,2972.07,2025-01-01,crypto,Switzerland,desktop,0,7,0
U722,U1130,741.06,2025-01-01,cash_deposit,Dubai,desktop,0,13,0
U994,U82,79.68,2025-01-01,wire_transfer,France,ATM,1,16,0
U1276,U807,2714.02,2025-01-01,crypto,Germany,mobile,1,19,0
U1108,U547,803.68,2025-01-01,crypto,UK,mobile,0,23,0
U2193,U590,2561.33,2025-01-01,crypto,Dubai,ATM,0,5,0
U1170,U395,2459.64,2025-01-01,online_payment,Germany,ATM,0,6,0
U65,U1567,1530.52,2025-01-01,crypto,UK,desktop,0,1,0
U1490,U1177,3004.52,2025-01-01,wire_transfer,US,desktop,0,16,0
U1141,U2179,1739.95,2025-01-01,online_payment,US,mobile,1,17,0
U596,U541,675.53,2025-01-01,wire_transfer,India,desktop,1,6,0
U2506,U2317,2649.39,2025-01-01,online_payment,US,ATM,0,16,0
U1065,U2745,1779.0,2025-01-01,cash_deposit,Switzerland,mobile,0,2,0
U958,U1260,25.62,2025-01-01,online_payment,UK,mobile,0,22,0
U1477,U1086,4638.33,2025-01-01,crypto,US,ATM,1,9,0
U1239,U59,1577.75,2025-01-01,cash_deposit,UK,mobile,0,11,0
U1543,U182,4059.43,2025-01-01,wire_transfer,France,mobile,0,10,0
U2998,U1349,4286.67,2025-01-01,wire_transfer,UK,mobile,0,9,0
U2497,U2524,1177.45,2025-01-01,cash_deposit,UK,ATM,0,22,0
U576,U304,1417.17,2025-01-01,crypto,UK,desktop,0,16,0
U2002,U2471,1074.87,2025-01-01,online_payment,US,mobile,0,9,0
U1436,U674,1193.63,2025-01-01,online_payment,Germany,ATM,0,11,0
U2485,U1221,4510.39,2025-01-01,crypto,France,desktop,1,6,0
U675,U2442,3103.7,2025-01-01,online_payment,India,mobile,0,11,0
U1546,U1531,270.55,2025-01-01,crypto,US,desktop,0,10,0
U2713,U2680,1884.8,2025-01-01,crypto,Dubai,mobile,0,11,0
U2222,U2252,10996.78,2025-01-01,online_payment,UK,ATM,0,9,0
U1321,U516,1810.46,2025-01-01,crypto,Switzerland,desktop,1,15,0
U1871,U2119,3082.36,2025-01-01,wire_transfer,India,desktop,1,8,0
U1966,U782,2931.21,2025-01-01,crypto,Switzerland,desktop,0,10,0
U2564,U1909,862.54,2025-01-01,crypto,US,ATM,1,8,0
U2323,U1066,929.95,2025-01-01,wire_transfer,India,ATM,0,21,0
U546,U1580,2575.26,2025-01-01,wire_transfer,Switzerland,ATM,0,2,0
U256,U924,1386.23,2025-01-01,online_payment,Switzerland,ATM,0,7,0
U2432,U99,1690.6,2025-01-01,crypto,India,ATM,0,10,0
U1142,U428,2495.89,2025-01-01,wire_transfer,Germany,ATM,0,4,0
U1592,U970,3006.33,2025-01-01,crypto,US,ATM,1,17,0
U1280,U1304,633.58,2025-01-01,cash_deposit,UK,ATM,1,3,0
U2009,U1954,317.51,2025-01-01,crypto,Cayman Islands,desktop,0,14,0
U1761,U1554,690.04,2025-01-01,crypto,Germany,ATM,1,22,0
U1828,U1998,1416.68,2025-01-01,crypto,Switzerland,ATM,1,11,0
U2746,U775,837.53,2025-01-01,crypto,India,desktop,1,4,0
U2458,U942,1680.34,2025-01-01,online_payment,US,ATM,0,11,0
U1138,U2365,109.9,2025-01-01,wire_transfer,Switzerland,ATM,0,22,0
U2760,U780,1425.68,2025-01-01,online_payment,Cayman Islands,desktop,1,3,0
U1185,U694,917.68,2025-01-01,wire_transfer,Cayman Islands,mobile,0,9,0
U230,U2264,1530.0,2025-01-01,online_payment,France,ATM,0,21,0
U2259,U873,1098.21,2025-01-01,crypto,Cayman Islands,mobile,1,21,0
U1383,U1464,668.78,2025-01-01,wire_transfer,US,mobile,0,6,0
U125,U2618,4689.06,2025-01-01,crypto,Dubai,mobile,1,18,0
U1755,U2229,408.56,2025-01-01,cash_deposit,Cayman Islands,ATM,1,2,0
U532,U2822,2287.42,2025-01-01,online_payment,India,mobile,0,22,0
U481,U2866,5171.08,2025-01-01,cash_deposit,US,mobile,0,8,0
U916,U441,1547.28,2025-01-01,cash_deposit,France,ATM,1,13,0
U485,U2520,4181.55,2025-01-01,cash_deposit,Dubai,mobile,1,10,0
U606,U1738,266.72,2025-01-01,crypto,Germany,ATM,0,1,0
U1674,U823,1361.6,2025-01-01,wire_transfer,Dubai,mobile,1,21,0
U1512,U1229,1221.39,2025-01-01,online_payment,Switzerland,mobile,1,8,0
U2590,U1266,16.3,2025-01-01,online_payment,Switzerland,ATM,1,9,0
U1813,U1446,1171.3,2025-01-01,online_payment,Dubai,mobile,1,18,0
U1772,U2212,920.99,2025-01-01,wire_transfer,US,desktop,0,7,0
U2742,U1984,2216.11,2025-01-01,cash_deposit,Dubai,mobile,1,17,0
U405,U1264,5571.91,2025-01-01,wire_transfer,France,ATM,0,6,0
U285,U2899,179.39,2025-01-01,online_payment,Dubai,ATM,1,9,0
U1164,U1751,793.44,2025-01-01,cash_deposit,Switzerland,ATM,0,7,0
U1803,U597,1174.21,2025-01-01,online_payment,Cayman Islands,ATM,1,9,0
U1748,U478,1214.62,2025-01-01,cash_deposit,US,desktop,1,20,0
U1713,U43,2981.62,2025-01-01,cash_deposit,Cayman Islands,desktop,0,8,0
U2071,U483,1171.8,2025-01-01,cash_deposit,India,ATM,1,3,0
U250,U886,55.07,2025-01-01,online_payment,Dubai,desktop,1,17,0
U550,U1613,2476.47,2025-01-01,cash_deposit,Cayman Islands,mobile,0,23,0
U2598,U2499,4322.69,2025-01-01,crypto,Switzerland,mobile,0,15,0
U269,U989,1442.7,2025-01-01,cash_deposit,France,desktop,0,16,0
U1415,U1601,1740.29,2025-01-01,cash_deposit,France,ATM,0,12,0
U839,U2029,355.71,2025-01-01,wire_transfer,Dubai,ATM,1,19,0
U1299,U2201,498.58,2025-01-01,crypto,Cayman Islands,ATM,0,3,0
U1328,U1428,536.2,2025-01-01,crypto,India,mobile,1,18,0
U2329,U811,1126.84,2025-01-01,wire_transfer,UK,desktop,1,20,0
U1743,U1305,5266.22,2025-01-01,cash_deposit,Cayman Islands,mobile,1,5,0
U582,U2271,1475.39,2025-01-01,wire_transfer,Cayman Islands,desktop,1,8,0
U1124,U937,426.63,2025-01-01,wire_transfer,France,ATM,0,1,0
U1357,U472,618.73,2025-01-01,crypto,India,desktop,0,16,0
U1266,U575,969.07,2025-01-01,cash_deposit,Dubai,mobile,1,4,0
U1820,U61,1952.39,2025-01-01,wire_transfer,UK,desktop,0,6,0
U1413,U2432,1159.76,2025-01-01,cash_deposit,Switzerland,ATM,1,2,0
U1051,U15,996.62,2025-01-01,online_payment,India,ATM,1,20,0
U184,U1491,1663.57,2025-01-01,cash_deposit,France,ATM,1,19,0
U1259,U259,553.71,2025-01-01,wire_transfer,France,desktop,1,17,0
U1734,U518,164.38,2025-01-01,cash_deposit,Cayman Islands,mobile,0,13,0
U762,U1643,49.43,2025-01-01,wire_transfer,Switzerland,desktop,1,16,0
U2756,U1381,578.72,2025-01-01,online_payment,France,ATM,0,12,0
U1859,U1718,192.12,2025-01-01,online_payment,Germany,desktop,0,5,0
U714,U1629,819.97,2025-01-01,wire_transfer,Switzerland,desktop,0,17,0
U978,U890,2965.03,2025-01-01,wire_transfer,Cayman Islands,desktop,0,4,0
U979,U1248,2519.64,2025-01-01,cash_deposit,Germany,desktop,0,1,0
U136,U2279,1887.98,2025-01-01,crypto,Germany,ATM,1,17,0
U415,U2812,3827.86,2025-01-01,crypto,US,ATM,1,10,0
U19,U2606,662.76,2025-01-01,cash_deposit,US,ATM,1,6,0
U2702,U362,4326.58,2025-01-01,wire_transfer,Switzerland,mobile,0,23,0
U1066,U1899,1019.12,2025-01-01,wire_transfer,Cayman Islands,ATM,0,22,0
U1767,U1781,1024.63,2025-01-01,wire_transfer,US,ATM,0,0,0
U749,U967,1039.57,2025-01-01,online_payment,France,ATM,1,14,0
U2192,U2725,206.49,2025-01-01,wire_transfer,Germany,ATM,0,2,0
U732,U2242,7417.39,2025-01-01,wire_transfer,Germany,desktop,1,7,0
U2483,U2237,298.18,2025-01-01,cash_deposit,Dubai,ATM,0,14,0
U2138,U648,833.72,2025-01-01,crypto,Dubai,ATM,0,21,0
U2833,U502,769.27,2025-01-01,online_payment,UK,ATM,0,13,0
U559,U2584,155.23,2025-01-01,wire_transfer,UK,mobile,1,20,0
U1735,U1984,330.36,2025-01-01,cash_deposit,France,mobile,1,10,0
U2092,U2891,91.79,2025-01-01,wire_transfer,UK,desktop,1,6,0
U1643,U1338,691.77,2025-01-01,wire_transfer,UK,ATM,0,12,0
U1594,U1926,4029.66,2025-01-01,wire_transfer,India,mobile,0,13,0
U1229,U233,829.34,2025-01-01,online_payment,Germany,desktop,1,0,0
U700,U1647,264.07,2025-01-01,online_payment,UK,mobile,0,2,0
U1057,U2362,2075.19,2025-01-01,cash_deposit,Switzerland,ATM,1,11,0
U1684,U1917,11368.5,2025-01-01,wire_transfer,US,desktop,0,5,0
U1532,U2902,528.77,2025-01-01,crypto,Switzerland,ATM,0,3,0
U1190,U832,655.82,2025-01-01,crypto,UK,desktop,0,0,0
U1345,U1459,7140.21,2025-01-01,online_payment,Switzerland,ATM,0,2,0
U992,U781,393.92,2025-01-01,crypto,Germany,desktop,0,3,0
U2434,U1721,1431.66,2025-01-01,cash_deposit,Dubai,mobile,0,4,0
U768,U1504,547.96,2025-01-01,wire_transfer,UK,desktop,1,6,0
U1061,U1055,5386.87,2025-01-01,online_payment,India,ATM,1,19,0
U1581,U365,7982.24,2025-01-01,cash_deposit,US,ATM,0,22,0
U137,U2199,3371.54,2025-01-01,cash_deposit,Dubai,ATM,0,19,0
U2106,U2917,756.04,2025-01-01,crypto,India,ATM,1,16,0
U2250,U2841,1033.31,2025-01-01,crypto,Dubai,desktop,0,17,0
U1288,U1811,554.95,2025-01-01,online_payment,Dubai,desktop,1,8,0
U1212,U467,4428.38,2025-01-01,online_payment,Germany,ATM,1,17,0
U1932,U2715,4919.84,2025-01-01,wire_transfer,India,desktop,1,14,0
U478,U2744,1085.56,2025-01-01,crypto,India,ATM,0,8,0
U1171,U1414,2137.33,2025-01-01,crypto,UK,mobile,1,6,0
U1337,U1980,361.97,2025-01-01,wire_transfer,France,mobile,0,13,0
U2173,U602,1141.63,2025-01-01,crypto,US,desktop,1,16,0
U1214,U1169,1996.62,2025-01-01,cash_deposit,Germany,mobile,1,22,0
U801,U2708,973.58,2025-01-01,cash_deposit,Cayman Islands,mobile,1,11,0
U646,U1256,885.09,2025-01-01,online_payment,France,mobile,1,10,0
U1580,U2638,2.0,2025-01-01,wire_transfer,US,mobile,1,19,0
U1877,U1681,3262.28,2025-01-01,crypto,India,desktop,1,3,0
U2560,U1398,4402.54,2025-01-01,wire_transfer,Cayman Islands,mobile,1,9,0
U1432,U1786,6977.67,2025-01-01,crypto,France,desktop,0,16,0
U15,U1555,2540.73,2025-01-01,cash_deposit,Cayman Islands,mobile,0,4,0
U1460,U1271,1591.66,2025-01-01,cash_deposit,Dubai,ATM,0,12,0
U983,U2973,627.46,2025-01-01,cash_deposit,Switzerland,ATM,0,19,0
U2359,U2122,14527.36,2025-01-01,wire_transfer,Germany,ATM,0,18,0
U112,U1510,1781.99,2025-01-01,crypto,UK,desktop,0,2,0
U1131,U847,2286.09,2025-01-01,online_payment,Cayman Islands,ATM,0,7,0
U1483,U37,2293.96,2025-01-01,cash_deposit,Switzerland,ATM,0,18,0
U1419,U514,3731.91,2025-01-01,online_payment,Switzerland,desktop,1,16,0
U121,U1864,19.44,2025-01-01,crypto,Dubai,desktop,1,14,0
U1738,U2672,497.56,2025-01-01,wire_transfer,France,ATM,0,23,0
U126,U1054,2190.44,2025-01-01,cash_deposit,Switzerland,ATM,1,20,0
U1430,U793,4510.37,2025-01-01,crypto,UK,mobile,0,4,0
U2421,U671,2312.52,2025-01-01,cash_deposit,France,ATM,0,1,0
U2294,U420,1067.14,2025-01-01,crypto,UK,mobile,0,11,0
U867,U2483,897.44,2025-01-01,online_payment,Cayman Islands,mobile,0,8,0
U1518,U280,2678.42,2025-01-01,crypto,UK,mobile,0,22,0
U1100,U361,2703.69,2025-01-01,online_payment,Dubai,ATM,0,16,0
U2874,U2709,1868.19,2025-01-01,cash_deposit,Cayman Islands,desktop,0,14,0
U2497,U2972,689.12,2025-01-01,wire_transfer,Cayman Islands,ATM,1,6,0
U2841,U2012,5184.67,2025-01-01,wire_transfer,Germany,mobile,0,1,0
U2595,U32,1605.39,2025-01-01,crypto,Switzerland,mobile,1,20,0
U478,U126,3125.99,2025-01-01,cash_deposit,France,ATM,1,2,0
U1574,U1791,482.38,2025-01-01,online_payment,Cayman Islands,ATM,1,6,0
U1751,U930,843.31,2025-01-01,crypto,Germany,mobile,1,3,0
U2253,U1300,4152.17,2025-01-01,online_payment,Switzerland,mobile,1,23,0
U2713,U2017,102.81,2025-01-01,wire_transfer,Cayman Islands,mobile,0,6,0
U1150,U1941,1436.17,2025-01-01,online_payment,France,mobile,0,17,0
U1419,U85,1314.42,2025-01-01,online_payment,India,mobile,0,17,0
U2673,U1520,2782.45,2025-01-01,crypto,UK,desktop,1,5,0
U1289,U2421,662.28,2025-01-01,crypto,France,mobile,0,12,0
U2103,U204,494.53,2025-01-01,crypto,Cayman Islands,desktop,1,23,0
U2459,U222,5210.97,2025-01-01,crypto,UK,mobile,1,7,0
U2293,U1443,1695.91,2025-01-01,crypto,US,mobile,0,8,0
U388,U1948,221.17,2025-01-01,crypto,Cayman Islands,desktop,0,0,0
U630,U2013,428.95,2025-01-01,wire_transfer,Switzerland,ATM,0,7,0
U2750,U2312,13494.78,2025-01-01,online_payment,Dubai,desktop,1,15,0
U588,U984,435.34,2025-01-01,cash_deposit,UK,ATM,1,12,0
