GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,0.100973005,0.10097,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,0.004641794,0.00464,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,0.00523301,0.00523,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,0.009202352,0.00920,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,0.094703303,0.09470,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,0.213290029,0.21329,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,0.003106641,0.00311,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,0.005348526,0.00535,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,0.029093428,0.02909,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,0.063212603,0.06321,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,0.002250789,0.00225,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,0.002219008,0.00222,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,0.018098761,0.01810,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,0.038618855,0.03862,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,0.07351459,0.07351,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,0.003059847,0.00306,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,0.006442005,0.00644,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,0.012372964,0.01237,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,0.194795283,0.19480,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,8475.05769,8475.05769,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,1463.547949,1463.54795,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,2687.688189,2687.68819,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,10095.23497,10095.23497,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,6577.906747,6577.90675,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,1093.230059,1093.23006,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,1793.20121,1793.20121,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,6839.008907,6839.00891,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,9671.65341,9671.65341,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,1708.550804,1708.55080,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,798.6280631,798.62806,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,5344.674914,5344.67491,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,8694.565755,8694.56576,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,7059.055687,7059.05569,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,5317.941176,5317.94118,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,2004.127241,2004.12724,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,3713.496363,3713.49636,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,9313.046822,9313.04682,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGELT1,<1 year,,MLE,Male,,,,,,,,7640.125364,7640.12536,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,936.7263937,936.72639,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,1451.405116,1451.40512,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,9999.617896,9999.61790,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,11465.06745,11465.06745,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,764.3630655,764.36307,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,1768.818372,1768.81837,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,4422.515863,4422.51586,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,6941.846765,6941.84677,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,7362.701933,7362.70193,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,889.833094,889.83309,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,3536.367144,3536.36714,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,5468.793049,5468.79305,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,9575.670712,9575.67071,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGELT1,<1 year,,FMLE,Female,,,,,,,,7816.942351,7816.94235,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,1677.067825,1677.06783,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,1632.299797,1632.29980,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,2461.697065,2461.69707,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,11718.63898,11718.63898,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,11885.93799,11885.93799,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,617.6197696,617.61977,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,1153.026688,1153.02669,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,1897.545376,1897.54538,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,7187.502346,7187.50235,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,11446.52774,11446.52774,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,843.424326,843.42433,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,807.4650999,807.46510,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,2889.854047,2889.85405,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,5252.431376,5252.43138,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LI,2019,2019,Low-income,,TCD,Chad,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,9022.192913,9022.19291,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,10293.8923,10293.89230,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,2159.870926,2159.87093,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,3168.772994,3168.77299,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,5035.593519,5035.59352,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LI,2000,2000,Low-income,,TCD,Chad,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,7139.133806,7139.13381,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,7409.834348,7409.83435,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,1513.94541,1513.94541,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,2576.56275,2576.56275,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,10507.71901,10507.71901,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LI,2005,2005,Low-income,,TCD,Chad,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,8418.286314,8418.28631,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,980.2296282,980.22963,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,1576.897829,1576.89783,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,6046.314695,6046.31470,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LI,2010,2010,Low-income,,TCD,Chad,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,9539.064607,9539.06461,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,1499.624829,1499.62483,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,691.1773938,691.17739,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LI,2015,2015,Low-income,,TCD,Chad,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,4575.379412,4575.37941,,,,,
